trial_id	session_id	mode_id	participant_id	word	status	start_tstamp	end_tstamp	backspace_time	cancel_time	candidates
48	10	eyeswipe1	A08	have	COMPLETED	170466.0	175273.0	0.0	0.0	have;hence;hygiene;hide;hardware;hate;huge;hose;house;hire
48	10	eyeswipe1	A08	four	COMPLETED	180114.0	181514.0	0.0	0.0	four;for;flour;floor;flyer;folder;filter;fighter;fiber;finger
48	10	eyeswipe1	A08	sides	COMPLETED	184492.0	193724.0	0.0	0.0	sides;shots;suits;serious;swiss;seeks;sisters;sizes;strikes;souls
49	10	eyeswipe1	A08	quit	COMPLETED	208883.0	213501.0	0.0	0.0	quit;quilt;quiet;quest
49	10	eyeswipe1	A08	whore	DELETED	216430.0	218639.0	59009.0	0.0	whore;white;wife;wide;wire;wore;while;whole;wrote;write
49	10	eyeswipe1	A08	while	COMPLETED	282633.0	285394.0	0.0	0.0	whole;while;wrote;warehouse;whore;whose;wake;worse;wore;welfare
49	10	eyeswipe1	A08	you	COMPLETED	289777.0	291053.0	0.0	0.0	you
49	10	eyeswipe1	A08	are	COMPLETED	295085.0	299031.0	0.0	0.0	aware;are;ate;adware;age;agree;ace;acre;arcade;aggregate
49	10	eyeswipe1	A08	ahead	COMPLETED	305616.0	308003.0	0.0	0.0	ahead;accused;answered;adjusted;argued;aged;assured;agreed;arranged;attended
50	10	eyeswipe1	A08	go	COMPLETED	315998.0	316844.0	0.0	0.0	go;goto;greensboro
50	10	eyeswipe1	A08	out	COMPLETED	320882.0	321995.0	0.0	0.0	out;opt;ought;orbit;object;oct;outlet;output;opponent;overnight
50	10	eyeswipe1	A08	for	COMPLETED	324830.0	325988.0	0.0	0.0	four;for;flour;floor;folder;filter;flyer;fighter;foster;founder
50	10	eyeswipe1	A08	some	COMPLETED	330150.0	332285.0	0.0	0.0	some;spoke;stone;style;sole;stroke;settle;sale;seattle;spine
50	10	eyeswipe1	A08	pizza	COMPLETED	334955.0	336891.0	0.0	0.0	pizza;pda;plaza;para;pasta;propecia;patricia;plasma;panama;peninsula
50	10	eyeswipe1	A08	and	COMPLETED	339681.0	342940.0	0.0	0.0	and;amd;answered;armed;asked;arranged;ahead;argued;adjusted;accused
50	10	eyeswipe1	A08	beer	COMPLETED	345269.0	345984.0	0.0	0.0	beer;better;buyer;buffer;butter;bar;beaver;bear;burner;bigger
27	6	eyeswipe1	A08	an	COMPLETED	89297.0	90128.0	0.0	0.0	an;ann;admin;asin;autumn;aberdeen;again;align;assign;avon
27	6	eyeswipe1	A08	intelligent	DELETED	94974.0	98536.0	8556.0	0.0	intelligent;incident;instrument;investment;idiot;indirect;incorrect;insight;independent;it
27	6	eyeswipe1	A08	implement	DELETED	111937.0	119825.0	1155.0	0.0	implement;instrument;investment;intelligent;important;instant;intent;infant;insight;innocent
27	6	eyeswipe1	A08	inefficient	COMPLETED	128573.0	133255.0	0.0	0.0	inefficient;improvement;infringement;implement;investment;incident;intelligent;instrument;independent;involvement
27	6	eyeswipe1	A08	way	COMPLETED	136112.0	137246.0	0.0	0.0	way;why;wendy;wednesday;warranty;windy;worthy;worry;wesley;wiley
27	6	eyeswipe1	A08	to	COMPLETED	140498.0	141233.0	0.0	0.0	to;too;trio;tokyo;treo;turbo;techno;toronto;two;tobago
27	6	eyeswipe1	A08	heat	COMPLETED	143839.0	145384.0	0.0	0.0	heat;heart;headset;hardest;hart;hat;highest;harvest;hurt;host
27	6	eyeswipe1	A08	a	COMPLETED	147908.0	147986.0	0.0	0.0	a;ada;area;ata;aruba;aqua;arena;andrea;agenda;ana
27	6	eyeswipe1	A08	house	COMPLETED	150949.0	152375.0	0.0	0.0	house;hose;hide;horse;hire;hole;hope;huge;home;he
28	6	eyeswipe1	A08	the	COMPLETED	160715.0	161741.0	0.0	0.0	the;there;three;thee;true;tue;these;tune;tube;trustee
28	6	eyeswipe1	A08	sum	COMPLETED	164274.0	165847.0	0.0	0.0	sim;swim;sum;serum;slim;sagem;stem;seem;sam;saddam
28	6	eyeswipe1	A08	of	COMPLETED	171546.0	172284.0	0.0	0.0	of;off
28	6	eyeswipe1	A08	the	COMPLETED	176690.0	177938.0	0.0	0.0	the;there;three;thee;tue;true;tune;tube;these;trustee
28	6	eyeswipe1	A08	parts	COMPLETED	182733.0	185029.0	0.0	0.0	pirates;parts;posts;posters;prayers;pays;powers;pages;pets;prefers
29	6	eyeswipe1	A08	do	COMPLETED	192808.0	193654.0	0.0	0.0	do;duo;demo;diego;disco;dildo
29	6	eyeswipe1	A08	not	COMPLETED	196085.0	197118.0	0.0	0.0	not;night;nut;northwest;nudist;net;newest;next;nest;nonprofit
29	6	eyeswipe1	A08	worry	COMPLETED	199682.0	202657.0	0.0	0.0	worthy;worry;wiley;wesley;windy;weekly;widely;why;wednesday;wendy
29	6	eyeswipe1	A08	about	COMPLETED	209969.0	212400.0	0.0	0.0	about;alt;alot;adopt;apt;admit;amount;adult;account;assault
29	6	eyeswipe1	A08	this	COMPLETED	215686.0	217130.0	0.0	0.0	this;thoughts;thinks;thus;toes;towers;ties;tiles;tigers;toys
30	6	eyeswipe1	A08	sad	COMPLETED	226576.0	228015.0	0.0	0.0	seed;sad;saved;sacred;served;scared;stated;started;stayed;searched
30	6	eyeswipe1	A08	to	COMPLETED	232468.0	233285.0	0.0	0.0	to;too;trio;tokyo;turbo;treo;techno;toronto;two;tomato
30	6	eyeswipe1	A08	hear	COMPLETED	242744.0	244772.0	0.0	0.0	header;harder;hear;heater;higher;hunger;hunter;her;heather;however
30	6	eyeswipe1	A08	-	CANCELED	249063.0	251836.0	0.0	1471.0	-
30	6	eyeswipe1	A08	that	COMPLETED	260445.0	263083.0	0.0	0.0	that;trust;threat;theft;treat;test;text;tract;target;taught
30	6	eyeswipe1	A08	news	COMPLETED	265769.0	279590.0	0.0	0.0	needs;news;nurses;nuts;numbers;nights;notes;nodes;notices;nicholas
31	6	eyeswipe1	A08	head	COMPLETED	290668.0	292169.0	0.0	0.0	hundred;hd;headed;had;head;hard;heard;hazard;heated;hired
31	6	eyeswipe1	A08	shapes	DELETED	299039.0	301658.0	5204.0	0.0	shapes;stations;schedules;steps;shareholders;shadows;she's;stainless;stamps;scripts
31	6	eyeswipe1	A08	seeks	DELETED	311939.0	314878.0	1087.0	0.0	seeks;seekers;songs;styles;skills;stylus;sells;saddles;sellers;settles
31	6	eyeswipe1	A08	shoulders	COMPLETED	323264.0	328230.0	0.0	0.0	shoulders;scores;songs;shoes;shots;shows;shorts;souls;schools;skills
31	6	eyeswipe1	A08	knees	COMPLETED	330789.0	333884.0	0.0	0.0	knees;kilometers;kings;kinds;kills;knights;knives;kids;keys;kiss
31	6	eyeswipe1	A08	and	COMPLETED	342517.0	343619.0	0.0	0.0	and;amd;armed;asked;attended;attend;arranged;adjusted;argued;accused
31	6	eyeswipe1	A08	tried	DELETED	351142.0	353068.0	26378.0	0.0	told;tied;tired;third;todd;tried;toward;thinkpad;trinidad;titled
31	6	eyeswipe1	A08	towers	DELETED	388853.0	412585.0	1261.0	0.0	towers;tours;tigers;towards;titles;tiles;tries;ties;types;toes
31	6	eyeswipe1	A08	-	CANCELED	419287.0	437751.0	0.0	1279.0	-
31	6	eyeswipe1	A08	toes	COMPLETED	440420.0	442389.0	0.0	0.0	towers;toes;types;tours;toys;tiles;topless;tips;tops;trips
23	5	eyeswipe1	A08	alerts	DELETED	27295.0	32023.0	2925.0	0.0	alerts;athletes;actors;adapters;authors;applies;abilities;advertisers;allows;appears
23	5	eyeswipe1	A08	a	COMPLETED	48647.0	48776.0	0.0	0.0	a;ada;area;ata;aruba;aqua;arena;andrea;agenda;ana
23	5	eyeswipe1	A08	little	COMPLETED	52513.0	55600.0	0.0	0.0	little;luke;longitude;louise;lodge;lose;live;locate;loose;lace
23	5	eyeswipe1	A08	evident	DELETED	61341.0	65233.0	3646.0	0.0	evident;employment;efficient;enrollment;environment;exhaust;ethernet;elegant;excellent;experiment
23	5	eyeswipe1	A08	-	CANCELED	75177.0	79067.0	0.0	2655.0	-
23	5	eyeswipe1	A08	environment	DELETED	82073.0	86502.0	1106.0	0.0	environment;evident;employment;ethernet;enrollment;efficient;exhaust;excitement;elegant;excellent
23	5	eyeswipe1	A08	encouragement	COMPLETED	100648.0	106424.0	0.0	0.0	evident;enrollment;encouragement;endorsement;enforcement;establishment;excitement;enlargement;employment;experiment
23	5	eyeswipe1	A08	is	COMPLETED	112121.0	113049.0	0.0	0.0	ids;is;its;ides;irs;ideas;imports;implies;inputs;interfaces
23	5	eyeswipe1	A08	needed	COMPLETED	119771.0	126186.0	0.0	0.0	nested;needed;need;nominated;noted;noticed;notified;named;naked;neighborhood
24	5	eyeswipe1	A08	where	COMPLETED	139358.0	143184.0	0.0	0.0	where;wage;wayne;wave;wide;wife;wire;white;wise;wine
24	5	eyeswipe1	A08	did	COMPLETED	147068.0	149948.0	0.0	0.0	died;dried;dod;did;directed;desired;destroyed;decided;derived;delivered
24	5	eyeswipe1	A08	you	COMPLETED	161646.0	168773.0	0.0	0.0	you
24	5	eyeswipe1	A08	get	COMPLETED	175273.0	178913.0	0.0	0.0	get;great;greatest;guest;grant;gratuit;gmt;giant;gift;ghost
24	5	eyeswipe1	A08	that	COMPLETED	185839.0	187148.0	0.0	0.0	that;threat;trust;theft;treat;test;target;text;tract;taught
24	5	eyeswipe1	A08	tour	DELETED	197977.0	199071.0	3553.0	0.0	tour;tier;tiger;trigger;tyler;thriller;tower;tumor;timer;thunder
24	5	eyeswipe1	A08	tie	COMPLETED	209091.0	212695.0	0.0	0.0	toe;type;tile;triple;tie;tide;tire;those;turtle;title
25	5	eyeswipe1	A08	bomb	DELETED	229219.0	229277.0	1130.0	0.0	bomb;bob;boob
25	5	eyeswipe1	A08	bring	COMPLETED	233866.0	235977.0	0.0	0.0	bring;being;beijing;breeding;bedding;betting;belong;beginning;bringing;becoming
25	5	eyeswipe1	A08	-	CANCELED	238370.0	244671.0	0.0	3405.0	-
25	5	eyeswipe1	A08	the	COMPLETED	246730.0	247688.0	0.0	0.0	the;twice;true;tube;tide;twelve;tue;turtle;tune;temple
25	5	eyeswipe1	A08	offenders	COMPLETED	251093.0	255817.0	0.0	0.0	offenders;offends;opens;opponents;others;owners;owns;occurs;optics;oils
25	5	eyeswipe1	A08	to	COMPLETED	259186.0	260117.0	0.0	0.0	to;trio;too;tokyo;treo;turbo;techno;two;toronto;tattoo
25	5	eyeswipe1	A08	justice	COMPLETED	263373.0	266166.0	0.0	0.0	justice;jake;juvenile;jamie;jackie;jane;japanese;judge;jacksonville;jose
26	5	eyeswipe1	A08	neither	COMPLETED	277441.0	279636.0	0.0	0.0	neither;newsletter;neighbor;november;nuclear;nor;niger;navigator;near;newer
26	5	eyeswipe1	A08	a	COMPLETED	285183.0	285303.0	0.0	0.0	a;ada;area;ata;aruba;aqua;andrea;agenda;arena;ana
26	5	eyeswipe1	A08	borrower	COMPLETED	289273.0	292321.0	0.0	0.0	borrower;butler;blair;broader;broker;brother;browser;baker;behaviour;bachelor
26	5	eyeswipe1	A08	nor	COMPLETED	297167.0	302267.0	0.0	0.0	nor;niger;number;neither;never;newer;nascar;near;november;neighbor
26	5	eyeswipe1	A08	a	COMPLETED	306782.0	316442.0	0.0	0.0	ada;a;area;ata;aruba;aqua;ana;andrea;agenda;arena
26	5	eyeswipe1	A08	lender	COMPLETED	323368.0	325639.0	0.0	0.0	lancaster;lender;leather;luther;larger;lighter;longer;leader;liar;layer
26	5	eyeswipe1	A08	be	COMPLETED	334366.0	335909.0	0.0	0.0	be;bee;bye;byte;base;beware;bare;beverage;badge;bruce
0	1	eyeswipe1	A08	this	COMPLETED	52693.0	53919.0	0.0	0.0	this;tours;toys;thoughts;toes;toss;tires;ties;tries;thus
0	1	eyeswipe1	A08	price	COMPLETED	56461.0	59337.0	0.0	0.0	prove;probe;price;prince;pride;prime;promise;perfume;pipeline;purpose
0	1	eyeswipe1	A08	of	COMPLETED	67578.0	68337.0	0.0	0.0	of;off
0	1	eyeswipe1	A08	sing	DELETED	73163.0	73580.0	1443.0	0.0	sing;surfing;string;serving;swing;singing;seating;staying;stating;signing
0	1	eyeswipe1	A08	gas	COMPLETED	81382.0	83236.0	0.0	0.0	gras;gas;grass;grades;gets;guards;guys;guests;guess;guns
0	1	eyeswipe1	A08	is	COMPLETED	94751.0	95520.0	0.0	0.0	ids;is;its;irs;ides;ideas;indexes;itunes;ins;increases
0	1	eyeswipe1	A08	high	COMPLETED	103127.0	106052.0	0.0	0.0	high;hugh;heath;health;hash
2	1	eyeswipe1	A08	the	COMPLETED	114371.0	115478.0	0.0	0.0	the;there;three;thee;these;tube;tune;tue;true;trustee
2	1	eyeswipe1	A08	punishment	COMPLETED	119704.0	125467.0	0.0	0.0	punishment;payment;patient;president;persistent;pregnant;pendant;pursuant;pleasant;print
2	1	eyeswipe1	A08	should	COMPLETED	128607.0	132259.0	0.0	0.0	should;spilled;skilled;settled;seasoned;sold;solid;solved;sound;sorted
2	1	eyeswipe1	A08	fit	COMPLETED	135371.0	137148.0	0.0	0.0	fought;fort;fight;fit;foot;flight;fruit;fioricet;forget;freight
2	1	eyeswipe1	A08	the	COMPLETED	145466.0	146658.0	0.0	0.0	the;thee;three;there;these;tube;tune;tue;true;trustee
2	1	eyeswipe1	A08	crime	COMPLETED	149941.0	153647.0	0.0	0.0	crime;culture;chinese;chile;compile;complete;come;cole;concrete;cove
3	1	eyeswipe1	A08	so	COMPLETED	163801.0	168122.0	0.0	0.0	so;solo;sao;sanyo;stereo;studio;scenario;sacramento
3	1	eyeswipe1	A08	you	COMPLETED	171197.0	174044.0	0.0	0.0	you
3	1	eyeswipe1	A08	think	COMPLETED	177089.0	179107.0	0.0	0.0	think;trunk;took;trek;truck;thick;trick;textbook;turtleneck;talk
3	1	eyeswipe1	A08	you	COMPLETED	182190.0	183822.0	0.0	0.0	you
3	1	eyeswipe1	A08	deserve	COMPLETED	188654.0	191396.0	0.0	0.0	dave;degree;deserve;date;decade;dance;defence;dense;defense;dee
3	1	eyeswipe1	A08	a	COMPLETED	198188.0	198270.0	0.0	0.0	a;ada;area;ata;aruba;aqua;arena;andrea;agenda;ana
3	1	eyeswipe1	A08	raise	COMPLETED	202241.0	205691.0	0.0	0.0	raise;restore;require;resource;rescue;realize;resolve;rattle;retrieve;release
4	1	eyeswipe1	A08	one	COMPLETED	212918.0	214457.0	0.0	0.0	one;olive;online;once;observe;office;operate;outline;offense;occurrence
4	1	eyeswipe1	A08	heck	COMPLETED	218407.0	221487.0	0.0	0.0	heck;hack;hawk;handbook;homework;hook
4	1	eyeswipe1	A08	of	COMPLETED	224946.0	228973.0	0.0	0.0	of;off
4	1	eyeswipe1	A08	a	COMPLETED	234198.0	234337.0	0.0	0.0	a;ada;area;ata;aruba;aqua;andrea;agenda;arena;ana
4	1	eyeswipe1	A08	question	COMPLETED	240368.0	245249.0	0.0	0.0	question;queen;qualification
5	1	eyeswipe1	A08	sprawling	COMPLETED	372637.0	378908.0	0.0	0.0	showing;spreading;speaking;sprawling;skating;sleeping;spelling;speeding;surprising;something
5	1	eyeswipe1	A08	subdivisions	COMPLETED	384623.0	390466.0	0.0	0.0	subdivisions;subsidiaries;societies;salaries;stakeholders;shemales;scientists;securities;schedules;scholarships
5	1	eyeswipe1	A08	are	COMPLETED	399417.0	401959.0	0.0	0.0	ate;are;aware;adware;age;agree;aye;acre;ace;arcade
5	1	eyeswipe1	A08	bad	COMPLETED	407211.0	408446.0	0.0	0.0	bad;based;brad;bread;bed;breed;bend;bernard;bird;bind
6	1	eyeswipe1	A08	this	COMPLETED	416886.0	420624.0	0.0	0.0	tires;toes;ties;tries;this;tours;tigers;towers;thoughts;toys
6	1	eyeswipe1	A08	watch	COMPLETED	435234.0	437547.0	0.0	0.0	watch;wash;with;which;witch;width;wish;worth;wealth;welsh
6	1	eyeswipe1	A08	is	COMPLETED	440887.0	441882.0	0.0	0.0	is;its;irs;ids;ides;ideas;indexes;insects;interfaces;ins
6	1	eyeswipe1	A08	too	COMPLETED	444418.0	445206.0	0.0	0.0	to;too;trio;tokyo;treo;turbo;techno;toronto;two;tobago
6	1	eyeswipe1	A08	expensive	COMPLETED	454809.0	462576.0	0.0	0.0	expensive;expenditure;experience;elsewhere;evidence;episode;existence;expense;excellence;exposure
7	1	eyeswipe1	A08	the	COMPLETED	561837.0	564503.0	0.0	0.0	the;these;there;tune;tube;tue;three;true;thee;trustee
7	1	eyeswipe1	A08	living	COMPLETED	571206.0	576755.0	0.0	0.0	loving;living;locking;licking;logging;linking;lighting;lightning;lodging;log
7	1	eyeswipe1	A08	is	COMPLETED	581703.0	584787.0	0.0	0.0	ides;ideas;is;irs;its;ids;interests;increases;interfaces;ins
7	1	eyeswipe1	A08	easy	COMPLETED	589954.0	591664.0	0.0	0.0	easy;essay;equity;every;entity;entry;enjoy;ebony;economy;ebay
51	11	eyeswipe1	A08	watch	COMPLETED	32705.0	34929.0	0.0	0.0	watch;wash;with;witch;which;width;wish;worth;wealth;welsh
51	11	eyeswipe1	A08	out	COMPLETED	37512.0	38756.0	0.0	0.0	out;opt;ought;oct;object;orbit;outlet;overnight;opponent;output
51	11	eyeswipe1	A08	for	COMPLETED	41291.0	42474.0	0.0	0.0	for;four;flour;floor;flyer;folder;filter;fighter;finger;finer
51	11	eyeswipe1	A08	low	COMPLETED	45306.0	46466.0	0.0	0.0	low;law
51	11	eyeswipe1	A08	fog	DELETED	50709.0	53142.0	9833.0	0.0	fog;fighting;fitting;frog;filing;filling;flying;feeling;feeding;forming
51	11	eyeswipe1	A08	flying	COMPLETED	69633.0	72269.0	0.0	0.0	flying;frog;fog;filing;filling;fighting;fitting;functioning;feeding;feeling
51	11	eyeswipe1	A08	objects	COMPLETED	74934.0	77902.0	0.0	0.0	objects;oils;ones;overseas;obvious;offers;opinions;odds;oops;occurs
52	11	eyeswipe1	A08	the	COMPLETED	84189.0	85178.0	0.0	0.0	the;there;three;thee;these;true;tube;tune;tue;trustee
