trial_id	session_id	mode_id	participant_id	expected_sentence	typed_sentence	msd	wpm	start_tstamp	end_tstamp	duration
67	10	eyeswipe1	A10	The postal service is very slow.	The postal service is very slow.	0.0	15.165103954341623	44876.0	75625.0	24530.0
68	10	eyeswipe1	A10	A quarter of a century.	A quarter of a century.	0.0	12.644283730063702	75625.0	101152.0	20879.0
69	10	eyeswipe1	A10	The acceptance speech was boring.	The acceptance speech was boring.	0.0	7.637383400624516	101154.0	156969.0	50279.0
70	10	eyeswipe1	A10	That is a very odd question.	That is a very odd question.	0.0	6.861499364675985	156970.0	208523.0	47220.0
71	10	eyeswipe1	A10	I listen to the tape everyday.	I listen to the tape everyday.	0.0	13.771815267719338	208524.0	237951.0	25269.0
72	10	eyeswipe1	A10	This equation is too complicated.	This equation is too considered.	6.0	5.522811289101356	237952.0	319486.0	67357.0
0	1	eyeswipe1	A10	The world is a stage.	The world interview is a stage.	10.0	6.92587391061775	28003.0	92375.0	51979.0
1	1	eyeswipe1	A10	Video camera with a zoom lens.	Video camera with a zoom lens.	0.0	4.794379003926431	92376.0	181745.0	72585.0
2	1	eyeswipe1	A10	Breathing is difficult.	Breathing is difficult.	0.0	9.94237939215908	181745.0	217574.0	26553.0
3	1	eyeswipe1	A10	One heck of a question.	One heck of a question.	0.0	9.16793999166551	217574.0	270234.0	28796.0
4	1	eyeswipe1	A10	Interesting observation was made.	.	32.0	0.0	270235.0	271689.0	inf
5	1	eyeswipe1	A10	The collapse of the roman empire.	The collapse of the roman empire.	0.0	6.529834883602293	271690.0	336334.0	58807.0
49	8	eyeswipe1	A10	Gas bills are sent monthly.	Gas bills are sent monthly.	0.0	14.391143911439114	9870.0	36879.0	21680.0
50	8	eyeswipe1	A10	That land is owned by the government.	That land is owned by the government.	0.0	11.155584247901873	36880.0	80152.0	38725.0
51	8	eyeswipe1	A10	We drive on parkways.	We drive on parkways.	0.0	12.654890587925125	80153.0	105018.0	18965.0
52	8	eyeswipe1	A10	The union will go on strike.	The union will go on strike.	0.0	8.274382613581226	105019.0	151224.0	39157.0
53	8	eyeswipe1	A10	The assignment is due today.	The assignment is due today.	0.0	7.334631231040885	151224.0	201735.0	44174.0
54	8	eyeswipe1	A10	The library is closed today.	The library is closed today.	0.0	16.889954647344005	201735.0	225591.0	19183.0
55	8	eyeswipe1	A10	I will meet you at noon.	I will meet you at noon.	0.0	8.282319049333813	225591.0	271550.0	33324.0
56	8	eyeswipe1	A10	It should be sunny tomorrow.	It should be sunny tomorrow.	0.0	15.449907014448526	271551.0	299732.0	20971.0
57	8	eyeswipe1	A10	I am wearing a tie and a jacket.	I am wearing a tie and a jacket.	0.0	8.630689991183704	299733.0	347586.0	43102.0
100	14	eyeswipe1	A10	Lydia wants to go home.	Lydia wants to go home.	0.0	8.592631167816691	8311.0	57019.0	30724.0
101	14	eyeswipe1	A10	My car always breaks in the winter.	My car already breaks in the winter.	4.0	12.523481527864748	57019.0	95846.0	33537.0
102	14	eyeswipe1	A10	The elevator door appears to be stuck.	The elevator door appears to be stuck.	0.0	14.938932068234582	95846.0	132811.0	29721.0
103	14	eyeswipe1	A10	Pumping helps if the roads are slippery.	Pumping helps if the roads are slippery.	0.0	11.71757636454682	132811.0	178498.0	39940.0
104	14	eyeswipe1	A10	The early bird gets the worm.	The early bird gets the worm.	0.0	10.252967562784168	178498.0	216313.0	32771.0
105	14	eyeswipe1	A10	The rationale behind the decision.	The rationale behind the decision.	0.0	18.15347941688824	216315.0	244789.0	21814.0
106	14	eyeswipe1	A10	Be persistent to win a strike.	Be persistent to win a strike.	0.0	12.175069097015708	244790.0	278486.0	28583.0
107	14	eyeswipe1	A10	Work hard to reach the summit.	Work hard to reach the summit.	0.0	14.716454518543578	278487.0	306943.0	23647.0
108	14	eyeswipe1	A10	But the levee was dry.	But the levee was dry.	0.0	13.39641699005901	306943.0	331559.0	18811.0
120	16	eyeswipe1	A10	The treasury department is broke.	The treasury department is broke.	0.0	17.36849246913022	5974.0	33098.0	22109.0
121	16	eyeswipe1	A10	The treasurer must balance her books.	The treasurer must balance her books.	0.0	10.836573435344288	33101.0	76741.0	39865.0
122	16	eyeswipe1	A10	Never too rich and never too thin.	Never too rich and never too thin.	0.0	14.528911065453478	76742.0	108165.0	27256.0
123	16	eyeswipe1	A10	Take it to the recycling depot.	Take it to the recycling depot.	0.0	14.42192132040702	108166.0	139293.0	24962.0
124	16	eyeswipe1	A10	Flashing red light means stop.	Flashing red light means stop.	0.0	14.993537268418786	139293.0	167946.0	23210.0
125	16	eyeswipe1	A10	Do not drink the water.	Do not drink the water.	0.0	14.362657091561939	167947.0	194326.0	18381.0
126	16	eyeswipe1	A10	Just in time for the party.	Just in time for the party.	0.0	14.352086112516675	194328.0	220060.0	21739.0
127	16	eyeswipe1	A10	Beautiful paintings in the gallery.	Beautiful painting in the gallery.	1.0	14.466810360574287	220060.0	252048.0	27373.0
128	16	eyeswipe1	A10	What to do when the oil runs dry.	What to do when the oil runs dry.	0.0	9.630094043887148	252049.0	296301.0	39875.0
129	16	eyeswipe1	A10	Safe to walk the streets in the evening.	Safe to walk the streets in the evening.	0.0	8.032955715756952	296302.0	364289.0	58260.0
18	4	eyeswipe1	A10	My mother makes good cookies.	My mother makes good cookies.	0.0	11.20971508640822	10652.0	46781.0	29974.0
19	4	eyeswipe1	A10	Sent this by registered mail.	Sent this by registered mail.	0.0	12.184066432171736	46782.0	80773.0	27577.0
20	4	eyeswipe1	A10	This library has many books.	This library has many books.	0.0	8.580281242551841	80774.0	123247.0	37761.0
21	4	eyeswipe1	A10	Luckily my wallet was found.	Luckily my wallet was found.	0.0	12.564470469616474	123248.0	158922.0	25787.0
22	4	eyeswipe1	A10	Good jobs for those with education.	Good jobs for those with education.	0.0	11.651816312542836	158923.0	199074.0	35016.0
23	4	eyeswipe1	A10	For murder you get a long prison sentence.	For murder you get a long prison sentence.	0.0	10.575641631916081	199075.0	252338.0	46522.0
24	4	eyeswipe1	A10	Labour unions know how to organize.	Labour unions know how to organize.	0.0	10.876519513755598	252339.0	295637.0	37512.0
25	4	eyeswipe1	A10	Can i skate with sister today.	Can i skate with sister today.	0.0	10.944428719690535	295638.0	332488.0	31797.0
109	15	eyeswipe1	A10	This is a non profit organization.	This is a non profit organization.	0.0	11.639527364646407	7807.0	47044.0	34022.0
110	15	eyeswipe1	A10	He is just like everyone else.	He is just like everyone else.	0.0	14.96002063451122	47050.0	74726.0	23262.0
111	15	eyeswipe1	A10	The chancellor was very boring.	The chancellor was very boring.	0.0	15.368196371398078	74727.0	102844.0	23425.0
112	15	eyeswipe1	A10	The gun discharged by accident.	The gun discharged by accident.	0.0	16.077888437318567	102844.0	131334.0	22391.0
113	15	eyeswipe1	A10	Double double toil and trouble.	Double double toil and trouble.	0.0	17.645328889324574	131335.0	155996.0	20402.0
114	15	eyeswipe1	A10	I can still feel your presence.	I can still feel your presence.	0.0	14.42192132040702	155996.0	189233.0	24962.0
115	15	eyeswipe1	A10	Faster than a speeding bullet.	Faster than a speeding bullet.	0.0	16.592762122729223	189233.0	214760.0	20973.0
116	15	eyeswipe1	A10	You have my sympathy.	You have my sympathy.	0.0	16.476726623644105	214761.0	233286.0	14566.0
117	15	eyeswipe1	A10	Your presentation was inspiring.	Your presentation was inspiring.	0.0	11.968341805546618	233286.0	271160.0	31082.0
118	15	eyeswipe1	A10	Do you prefer a window seat.	Do you prefer a window seat.	0.0	12.055365381753237	271161.0	302245.0	26876.0
119	15	eyeswipe1	A10	Do you get nervous when you speak.	Do you get nervous when you speak.	0.0	12.911640039126182	302246.0	338027.0	30670.0
58	9	eyeswipe1	A10	The second largest country.	The second largest county.	1.0	16.317650258362796	14923.0	39494.0	18385.0
59	9	eyeswipe1	A10	Drove my chevy to the levee.	Drove my chevy to the levee.	0.0	11.207582413781177	39495.0	72706.0	28909.0
60	9	eyeswipe1	A10	They watched the entire movie.	They watched the entire movie.	0.0	12.04193916744524	72707.0	107233.0	28899.0
61	9	eyeswipe1	A10	A dog is the best friend of a man.	A dog is the best friend of a man.	0.0	8.844813722862503	107234.0	155962.0	44772.0
62	9	eyeswipe1	A10	The biggest hamburger i have ever seen.	The biggest hamburger i have ever seen.	0.0	13.957759412304867	155962.0	197131.0	32670.0
63	9	eyeswipe1	A10	Gun powder must be handled with care.	Gun powder must be handled with care.	0.0	12.31365618675712	197131.0	265391.0	35083.0
64	9	eyeswipe1	A10	What you see is what you get.	What you see is what you get.	0.0	9.604116049735602	265392.0	305083.0	34985.0
65	9	eyeswipe1	A10	Vanilla flavored ice cream.	Vanilla flavored ice cream.	0.0	17.74542145375953	305084.0	327004.0	17582.0
73	11	eyeswipe1	A10	Are you sure you want this.	Are you sure you want this.	0.0	11.57957244655582	8295.0	40250.0	26944.0
74	11	eyeswipe1	A10	Frequently asked questions.	Frequently asked question.	1.0	19.029495718363464	40251.0	62269.0	15765.0
75	11	eyeswipe1	A10	Microscopes make small things look big.	Microscopes make small things look big.	0.0	15.523932729624837	62269.0	96891.0	29374.0
76	11	eyeswipe1	A10	This is too much to handle.	This is too much to handle.	0.0	10.992495507874432	96894.0	132196.0	28383.0
77	11	eyeswipe1	A10	Tickets are very expensive.	Tickets are very expensive.	0.0	12.193215569798344	132196.0	163074.0	25588.0
78	11	eyeswipe1	A10	Where did you get such a silly idea.	Where did you get such a silly idea.	0.0	7.448657468165857	163075.0	231889.0	56386.0
79	11	eyeswipe1	A10	Experience is hard to come by.	Experience is hard to come by.	0.0	14.54302311003385	231891.0	261051.0	23929.0
80	11	eyeswipe1	A10	Well connected with people.	Well connections with people.	4.0	13.1806056802134	261052.0	299899.0	25492.0
81	11	eyeswipe1	A10	The force is with you.	The force is with you.	0.0	11.666126568214436	299900.0	325765.0	21601.0
41	7	eyeswipe1	A10	Important news always seems to be late.	Important news always seems to be late.	0.0	11.12113747774553	13825.0	61331.0	41003.0
42	7	eyeswipe1	A10	I want to hold your hand.	I want to hold your hand.	0.0	11.21975924266625	61332.0	93318.0	25669.0
43	7	eyeswipe1	A10	Good at addition and subtraction.	Good at addition and subtraction.	0.0	12.258579409417399	93319.0	130859.0	31325.0
44	7	eyeswipe1	A10	Head shoulders knees and toes.	Head shoulder knee and toes.	2.0	8.524969741619746	130859.0	174319.0	38006.0
45	7	eyeswipe1	A10	The fax machine is broken.	The fax machine is broken.	0.0	12.784998934583422	174320.0	202662.0	23465.0
46	7	eyeswipe1	A10	Nothing wrong with his style.	Nothing wrong with his style.	0.0	13.299556681443951	202664.0	232819.0	25264.0
47	7	eyeswipe1	A10	These cookies are so amazing.	These cookies are so amazing.	0.0	6.942292196119754	232820.0	286400.0	48399.0
48	7	eyeswipe1	A10	Universities are too expensive.	Universities are too expensive.	0.0	14.061950705050583	286403.0	316689.0	25601.0
90	13	eyeswipe1	A10	Do not worry about this.	Do not worry about this.	0.0	14.681632001702216	10150.0	43539.0	18799.0
91	13	eyeswipe1	A10	Time to go shopping.	Time to go shopping.	0.0	17.705987419429988	43540.0	61262.0	12877.0
92	13	eyeswipe1	A10	The assault took six months.	The assault took six months.	0.0	9.693923346198725	61266.0	99166.0	33423.0
93	13	eyeswipe1	A10	February has an extra day.	February has an extra day.	0.0	10.892850659017464	99166.0	132343.0	27541.0
94	13	eyeswipe1	A10	Sprawling subdivisions are bad.	Sprawling subdivisions are bad.	0.0	18.629683295383977	132344.0	157683.0	19324.0
95	13	eyeswipe1	A10	The quick brown fox jumped.	The quick brown fox jumped.	0.0	11.225444340505145	157684.0	190277.0	27794.0
96	13	eyeswipe1	A10	Peering through a small hole.	Peering through a small hole.	0.0	16.679904686258936	190278.0	216607.0	20144.0
97	13	eyeswipe1	A10	There are winners and losers.	There are winners and losers.	0.0	13.79366969087401	216611.0	253358.0	24359.0
98	13	eyeswipe1	A10	Watch out for low flying objects.	Watch out for low flying objects.	0.0	14.255485020603631	253360.0	285171.0	26937.0
99	13	eyeswipe1	A10	You are a capitalist pig.	You are a capitalist pig.	0.0	12.974726314366805	285171.0	314021.0	22197.0
6	2	eyeswipe1	A10	The cat has a pleasant temperament.	The cat has a pleasant temperament.	0.0	8.935806741277732	13075.0	67316.0	45659.0
7	2	eyeswipe1	A10	No kissing in the library.	No kissing in the library.	0.0	4.981816370248593	67317.0	134884.0	60219.0
8	2	eyeswipe1	A10	The aspirations of a nation.	The aspirations of a nation.	0.0	5.752432355656559	134884.0	196419.0	56324.0
9	2	eyeswipe1	A10	Get rid of that immediately.	Get rid of that immediately.	0.0	10.586505472961935	196420.0	235051.0	30605.0
10	2	eyeswipe1	A10	A glance in the right direction.	A glance in the right direction.	0.0	11.702161124917424	235052.0	275047.0	31789.0
11	2	eyeswipe1	A10	Listen to five hours of opera.	Listen to five hours of opera.	0.0	8.077431933709352	275050.0	323993.0	43083.0
82	12	eyeswipe1	A10	Dolphins leap high out of the water.	Dolphins leap high out of the water.	0.0	8.920985556499575	10096.0	62029.0	47080.0
83	12	eyeswipe1	A10	Travel at the speed of light.	Travel at the speed of light.	0.0	9.019892083434002	62030.0	103962.0	37251.0
84	12	eyeswipe1	A10	Reading week is just about here.	Reading week is just about here.	0.0	11.73390530864587	103963.0	141355.0	31703.0
85	12	eyeswipe1	A10	This leather jacket is too warm.	This leather jacket is too warm.	0.0	13.673956993199779	141356.0	173368.0	27205.0
86	12	eyeswipe1	A10	Goldilocks and the three bears.	Goldilocks and the three bears.	0.0	14.216325079966829	173369.0	207812.0	25323.0
87	12	eyeswipe1	A10	I am allergic to bees and peanuts.	I am allergic to bees and peanuts.	0.0	12.543156694434765	207814.0	243912.0	31571.0
88	12	eyeswipe1	A10	Toss the ball around.	Toss the ball around.	0.0	18.212171801487326	243913.0	261460.0	13178.0
89	12	eyeswipe1	A10	A psychiatrist will help you.	A psychiatrist will help you.	0.0	6.5164268259571	261461.0	318224.0	51562.0
12	3	eyeswipe1	A10	Fish are jumping.	Fish are jumping.	0.0	11.248462124318943	21364.0	44185.0	17069.0
13	3	eyeswipe1	A10	The plug does not fit the socket.	The plug does not fit the socket.	0.0	5.051036514784806	44185.0	127734.0	76024.0
14	3	eyeswipe1	A10	Sign the withdrawal slip.	Sign the withdrawal slip.	0.0	6.749789069091591	127735.0	175559.0	42668.0
15	3	eyeswipe1	A10	What a monkey sees a monkey will do.	What a monkey sees a monkey will do.	0.0	7.318220626927567	175560.0	238728.0	57391.0
16	3	eyeswipe1	A10	Exceed the maximum speed limit.	Exceed the maximum speed limit.	0.0	7.367839381101492	238729.0	296226.0	48861.0
17	3	eyeswipe1	A10	Everybody looses in custody battles.	Everybody looses in custody battles.	0.0	8.650697205000926	296226.0	352100.0	48551.0
28	5	eyeswipe2	A10	My bike has a flat tire.	My bike has a flat tire.	0.0	6.597346719254213	19003.0	66509.0	41835.0
29	5	eyeswipe2	A10	You must be getting old.	You must be getting old.	0.0	9.495957337003269	66510.0	106851.0	29065.0
30	5	eyeswipe2	A10	We run the risk of failure.	We run the risk of failure.	0.0	10.359253602496846	106852.0	144515.0	30118.0
31	5	eyeswipe2	A10	Bring the offenders to justice.	Bring the offenders to justice.	0.0	16.789478593414792	144516.0	172551.0	21442.0
32	5	eyeswipe2	A10	Our life expectancy has increased.	Our life expectancy has increased.	0.0	18.007366649993177	172551.0	198821.0	21991.0
33	5	eyeswipe2	A10	One of the poorest nations.	One of the poorest nations.	0.0	14.721147494573936	198822.0	237369.0	21194.0
34	5	eyeswipe2	A10	Space is a high priority.	Space is a high priority.	0.0	16.187960204597832	237373.0	263499.0	17791.0
35	5	eyeswipe2	A10	Do you like to go camping.	Do you like to go camping.	0.0	16.3826998689384	263499.0	287771.0	18312.0
36	5	eyeswipe2	A10	Three two one zero blast off.	Three two one zero blast off.	0.0	10.869565217391305	287772.0	322985.0	30912.0
37	6	eyeswipe2	A10	This is a very good idea.	This is a very good idea.	0.0	14.232061672267246	15658.0	40510.0	20236.0
38	6	eyeswipe2	A10	Information super highway.	Interaction super highway.	4.0	21.414804768363197	40512.0	74894.0	14009.0
39	6	eyeswipe2	A10	Obligations must be met first.	Obligations must be met first.	0.0	11.595748225650595	74895.0	109116.0	30011.0
40	6	eyeswipe2	A10	Rapidly running short on words.	Rapidly running suit short on words.	5.0	13.4146730971925	109116.0	144840.0	31309.0
41	6	eyeswipe2	A10	Freud wrote of the ego.	Freud writer of the ego.	2.0	7.6291566464880995	144842.0	189184.0	36177.0
42	6	eyeswipe2	A10	The picket line gives me the chills.	The picket line gives me the chills.	0.0	6.472591656521136	189185.0	258079.0	64889.0
43	6	eyeswipe2	A10	Did you see that spectacular explosion.	Did you see that spectacular explosion.	0.0	14.616321559074299	258082.0	293125.0	31198.0
44	6	eyeswipe2	A10	Arguing with the boss is futile.	Arguing with the boss is futile.	0.0	19.437767791827778	293125.0	318121.0	19138.0
70	10	eyeswipe2	A10	What goes up must come down.	What goes up must come down.	0.0	15.893260080447368	6616.0	35126.0	20386.0
71	10	eyeswipe2	A10	Do not drink too much.	Do not drink too much.	0.0	12.669046302347795	35127.0	59860.0	19891.0
72	10	eyeswipe2	A10	My favorite web browser.	My favorite web browser.	0.0	21.703231894314694	59861.0	79843.0	12717.0
73	10	eyeswipe2	A10	Dashing through the snow.	Dashing through the snow.	0.0	11.867479808801715	79844.0	108050.0	24268.0
74	10	eyeswipe2	A10	House with new electrical panel.	Hits with new electrical panel.	3.0	18.736338086811703	108050.0	142821.0	19214.0
75	10	eyeswipe2	A10	An offer you cannot refuse.	An offer you cannot refuse.	0.0	16.680032076984762	142822.0	169319.0	18705.0
76	10	eyeswipe2	A10	Olympic athletes use drugs.	Olympic athletes use drugs.	0.0	11.14245919788579	169320.0	203493.0	28001.0
77	10	eyeswipe2	A10	A little encouragement is needed.	A little encouragement is needed.	0.0	8.957312806158154	203494.0	250891.0	42870.0
78	10	eyeswipe2	A10	Chemical spill took forever.	Chemical spill took forever.	0.0	26.63378545006165	250891.0	268473.0	12165.0
79	10	eyeswipe2	A10	My fingers are very cold.	My fingers are very cold.	0.0	20.972909991261286	268474.0	290689.0	13732.0
80	10	eyeswipe2	A10	Quick there is someone knocking.	Quick there is someone knocking.	0.0	13.011542497376706	290690.0	323246.0	28590.0
0	1	eyeswipe2	A10	On the way to the cottage.	On the way to the cottage.	0.0	9.680229744119261	11215.0	67929.0	30991.0
1	1	eyeswipe2	A10	Life is but a dream.	Life is but a dream.	0.0	3.8403880813219016	67930.0	132664.0	59369.0
2	1	eyeswipe2	A10	Do not feel too bad about it.	Do not feel too bad amy about it.	4.0	8.839982504201295	132665.0	180397.0	43439.0
3	1	eyeswipe2	A10	All together in one big pile.	All together in one big pile.	0.0	8.393075712537156	180398.0	224463.0	40033.0
4	1	eyeswipe2	A10	Popularity is desired by all.	Poetry is desired by all.	6.0	5.694062753316594	224464.0	297331.0	50579.0
5	1	eyeswipe2	A10	Nothing finer than discovering a treasure.	Nothing finer then discovering a treasurer.	2.0	14.758850918035666	297332.0	338058.0	34149.0
52	8	eyeswipe2	A10	Rain rain go away.	Rain rain go away.	0.0	20.276314481661863	7266.0	21964.0	10061.0
53	8	eyeswipe2	A10	A good response to the question.	A good response to the question.	0.0	13.094902844269221	21965.0	55563.0	28408.0
54	8	eyeswipe2	A10	The store will close at ten.	The store will close at ten.	0.0	5.225047976906579	55564.0	121112.0	62009.0
55	8	eyeswipe2	A10	He called seven times.	He called seven times.	0.0	17.706576728499158	121113.0	139793.0	14232.0
56	8	eyeswipe2	A10	Employee recruitment takes a lot of effort.	Employee rather takes a lot of effort.	8.0	7.298910095181734	139794.0	206110.0	60831.0
57	8	eyeswipe2	A10	You should visit to a doctor.	You should visit to a doctor.	0.0	8.235495968038432	206111.0	254990.0	40799.0
58	8	eyeswipe2	A10	Public transit is much faster.	Public transit is much faster.	0.0	15.517010745975831	254991.0	282302.0	22427.0
59	8	eyeswipe2	A10	Batman wears a cape.	Batman wears a cape.	0.0	18.29415068603065	282304.0	299570.0	12463.0
60	8	eyeswipe2	A10	Jumping right out of the water.	Jumping right out of the water.	0.0	16.800448011946983	299571.0	334750.0	21428.0
109	14	eyeswipe2	A10	I am going to a music lesson.	I am going to a music lesson.	0.0	9.508178165148	12573.0	53984.0	35338.0
110	14	eyeswipe2	A10	Irregular verbs are the hardest to learn.	Irregular verbs are the hardest to learn.	0.0	15.342325640861729	53985.0	96748.0	31286.0
111	14	eyeswipe2	A10	Peek out the window.	Peek out the windows.	1.0	12.559526924485844	96749.0	120417.0	19109.0
112	14	eyeswipe2	A10	Six daughters and seven sons.	Six daughters and seven sons.	0.0	14.269939692516774	120417.0	154972.0	23546.0
113	14	eyeswipe2	A10	The insulation is not working.	The insulation is not working.	0.0	21.529324424647367	154973.0	175104.0	16164.0
114	14	eyeswipe2	A10	Prepare for the exam in advance.	Prepare for the exam in advance.	0.0	13.650875197240468	175104.0	206161.0	27251.0
115	14	eyeswipe2	A10	The water was monitored daily.	The water was monitored daily.	0.0	18.327364651358753	206161.0	229691.0	18988.0
116	14	eyeswipe2	A10	Would you like to come to my house.	Would you like to come to my house.	0.0	16.526247569669476	229692.0	258892.0	24688.0
117	14	eyeswipe2	A10	Granite is the hardest of all rocks.	Granite is the hardest off all rocks.	1.0	14.32930874353191	258892.0	308411.0	30148.0
118	14	eyeswipe2	A10	A very traditional way to dress.	A very traditional way to dress.	0.0	15.491608711947695	308411.0	337222.0	24013.0
128	16	eyeswipe2	A10	Sing the gospel and the blues.	Sing the hung gospel and the blue.	6.0	13.308687615526802	7179.0	54335.0	29755.0
129	16	eyeswipe2	A10	Effort is what it will take.	Effort is what it will take.	0.0	16.605166051660518	54335.0	78229.0	19512.0
130	16	eyeswipe2	A10	It is very windy today.	It is very windy today.	0.0	15.082266910420476	78229.0	99297.0	17504.0
131	16	eyeswipe2	A10	Relations are very strained.	Relations are very strained.	0.0	21.301775147928996	99298.0	117872.0	15210.0
132	16	eyeswipe2	A10	Accompanied by an adult.	Accompanied by an audit.	3.0	5.859748200675144	117874.0	186189.0	47101.0
133	16	eyeswipe2	A10	Saving that child was an heroic effort.	Saving that child was an heroic effort.	0.0	14.886879305278967	186190.0	220191.0	30631.0
134	16	eyeswipe2	A10	Put garbage in an abandoned mine.	Put garbage in an abandoned mine.	0.0	18.659798824043932	220191.0	248382.0	20579.0
135	16	eyeswipe2	A10	We have enough witnesses.	We have enough witness.	2.0	14.865701897629373	248383.0	271673.0	17759.0
136	16	eyeswipe2	A10	The kids are very excited.	The kids are very excited.	0.0	15.313935681470138	271674.0	299048.0	19590.0
137	16	eyeswipe2	A10	My favorite place to visit.	My favourite place to visit.	1.0	10.615989515072084	299049.0	333659.0	30520.0
19	4	eyeswipe2	A10	The ventilation system is broken.	The ventilation system is broken.	0.0	7.481734047735022	8734.0	62973.0	51325.0
20	4	eyeswipe2	A10	Be home before midnight.	Be home brought midnight.	6.0	13.061224489795919	62974.0	89264.0	22050.0
21	4	eyeswipe2	A10	A coupon for a free sample.	A coupon for a free sample.	0.0	16.063429954178037	89265.0	112362.0	19423.0
22	4	eyeswipe2	A10	Prayer in schools offends some.	Prayer in schools offends some.	0.0	10.170353419781337	112363.0	152855.0	35397.0
23	4	eyeswipe2	A10	The objective of the exercise.	The objective of the exercise.	0.0	14.086787564766839	152856.0	183686.0	24704.0
24	4	eyeswipe2	A10	Apartments are too expensive.	Apartments are too expensive.	0.0	16.147635524798154	183687.0	224167.0	20808.0
25	4	eyeswipe2	A10	He is still on our team.	He is still on our team.	0.0	8.968318440292444	224168.0	261051.0	30775.0
26	4	eyeswipe2	A10	The price of gas is high.	The price of gas is high.	0.0	9.412379894110726	261052.0	298703.0	30598.0
27	4	eyeswipe2	A10	An airport is a very busy place.	An airport is a very busy place.	0.0	17.060307268975006	298704.0	327371.0	21805.0
119	15	eyeswipe2	A10	Everyone wants to win the lottery.	Everyone wants to win the lottery.	0.0	18.739352640545142	7642.0	54507.0	21132.0
120	15	eyeswipe2	A10	Try to enjoy your maternity leave.	Try to enjoy your maternity leave.	0.0	25.266381675492887	54508.0	74008.0	15673.0
121	15	eyeswipe2	A10	I just cannot figure this out.	I just cannot for figure this out.	4.0	8.745003643751517	74011.0	122729.0	45283.0
122	15	eyeswipe2	A10	A touchdown in the last minute.	A touchdown in the last minute.	0.0	9.174779550435801	122730.0	165551.0	39238.0
123	15	eyeswipe2	A10	If you were not so stupid.	If you were not so stupid.	0.0	12.861736334405146	165552.0	192125.0	23325.0
124	15	eyeswipe2	A10	The winner of the race.	The winner of the race.	0.0	14.543050735415635	192129.0	213409.0	18153.0
125	15	eyeswipe2	A10	We are subjects and must obey.	We are subjects and must obey.	0.0	13.959085439229844	213410.0	245517.0	24930.0
126	15	eyeswipe2	A10	It looks like a shack.	It looks like a shack.	0.0	10.967011924449473	245518.0	272448.0	22978.0
127	15	eyeswipe2	A10	The punishment should fit the crime.	The punishment should fit the crime.	0.0	11.46820304180433	272448.0	315572.0	36623.0
61	9	eyeswipe2	A10	User friendly interface.	User friendly interface.	0.0	11.058578411731709	7393.0	37159.0	24958.0
62	9	eyeswipe2	A10	Dinosaurs have been extinct for ages.	Dinosaurs have been extinct for ages.	0.0	10.763940798325608	37160.0	98704.0	40134.0
63	9	eyeswipe2	A10	Completely sold out of that.	Completely sold out of that.	0.0	21.303175751199948	98705.0	122093.0	15209.0
64	9	eyeswipe2	A10	Mary had a little lamb.	Mary had a little lamb.	0.0	7.87143325680551	122093.0	159760.0	33539.0
65	9	eyeswipe2	A10	Not quite so smart as you think.	Not quite so smart as you think.	0.0	8.823110858118685	159762.0	206085.0	42162.0
